first_name,last_name,email,birth_date,country,gpa,major,iq,registrations
Albina,Kadd,akaddpr@uiuc.edu,5/29/1987,United States,3.0,Anthropology,94,"[{'grade_type': 'PASS_FAIL', 'point_percent': 100, 'course': 'Science: History and Methodology'}, {'grade_type': 'A_THROU_F', 'point_percent': 88, 'course': 'Literary Genres'}]"
Codi,Geffinger,cgeffingerps@psu.edu,4/7/1984,Indonesia,2.63,Philosophy,92,"[{'grade_type': 'PASS_FAIL', 'point_percent': 95, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 82, 'course': 'Post-Classical History'}, {'grade_type': 'A_THROU_F', 'point_percent': 93, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'A_THROU_F', 'point_percent': 89, 'course': 'Modern Philosophy'}]"
Ingra,Speariett,ispeariettpt@usnews.com,9/10/1926,China,1.52,Mathematics,93,"[{'grade_type': 'AUDIT', 'point_percent': 92, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'AUDIT', 'point_percent': 87, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'AUDIT', 'point_percent': 92, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 75, 'course': 'Renaissance to Baroque Art'}]"
Dulcea,Hilling,dhillingpu@myspace.com,8/4/1998,Croatia,3.47,Business,113,"[{'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 93, 'course': 'Ancient Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 99, 'course': 'Renaissance to Baroque Art'}]"
Minerva,Povlsen,mpovlsenpv@desdev.cn,1/1/1930,Tanzania,3.0,Economics,83,"[{'grade_type': 'PASS_FAIL', 'point_percent': 89, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'A_THROU_F', 'point_percent': 87, 'course': 'Sacred Writing'}, {'grade_type': 'AUDIT', 'point_percent': 96, 'course': 'Modern Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 76, 'course': 'Science: History and Methodology'}]"
Edie,Twinbourne,etwinbournepw@godaddy.com,4/8/1998,Indonesia,3.82,Mathematics,119,"[{'grade_type': 'A_THROU_F', 'point_percent': 81, 'course': 'Literary Themes'}]"
Sara-ann,Derobert,sderobertpx@1688.com,7/17/1996,Indonesia,3.47,Mathematics,130,"[{'grade_type': 'PASS_FAIL', 'point_percent': 94, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'AUDIT', 'point_percent': 95, 'course': 'Physical Activity and Autonomy'}]"
Carolina,Darlasson,cdarlassonpy@bandcamp.com,11/28/1965,Philippines,2.9,Economics,116,"[{'grade_type': 'AUDIT', 'point_percent': 100, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'PASS_FAIL', 'point_percent': 88, 'course': 'Literary Themes'}]"
Sile,Oliveira,soliveirapz@upenn.edu,12/1/1968,Afghanistan,3.99,Pre-Med,94,"[{'grade_type': 'A_THROU_F', 'point_percent': 95, 'course': 'Literary Themes'}, {'grade_type': 'AUDIT', 'point_percent': 96, 'course': 'Renaissance to Baroque Art'}]"
Leanor,Giacomello,lgiacomelloq0@usatoday.com,2/25/1990,China,2.54,Communications,113,"[{'grade_type': 'PASS_FAIL', 'point_percent': 95, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'A_THROU_F', 'point_percent': 95, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'AUDIT', 'point_percent': 90, 'course': 'Literary Genres'}, {'grade_type': 'A_THROU_F', 'point_percent': 95, 'course': 'Knowledge'}]"
Verla,Dennerley,vdennerleyq1@addtoany.com,12/6/1955,Philippines,2.31,Computer Science,128,"[{'grade_type': 'PASS_FAIL', 'point_percent': 98, 'course': 'Science: History and Methodology'}, {'grade_type': 'A_THROU_F', 'point_percent': 85, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'AUDIT', 'point_percent': 81, 'course': 'Sacred Writing'}, {'grade_type': 'PASS_FAIL', 'point_percent': 80, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'AUDIT', 'point_percent': 84, 'course': 'Literary Themes'}]"
Archie,Renwick,arenwickq2@ucla.edu,3/22/1980,Czech Republic,2.46,Philosophy,99,"[{'grade_type': 'PASS_FAIL', 'point_percent': 93, 'course': 'Post-Classical History'}]"
Bronnie,Miller,bmillerq3@twitter.com,4/1/1983,Philippines,2.95,American Studies,116,"[{'grade_type': 'A_THROU_F', 'point_percent': 93, 'course': 'Intro to College English'}, {'grade_type': 'A_THROU_F', 'point_percent': 88, 'course': 'Science: History and Methodology'}, {'grade_type': 'PASS_FAIL', 'point_percent': 75, 'course': 'Literary Themes'}]"
Milka,Jobb,mjobbq4@vistaprint.com,5/23/1956,Indonesia,3.62,Mathematics,96,"[{'grade_type': 'AUDIT', 'point_percent': 77, 'course': 'Applied Themes in English'}, {'grade_type': 'A_THROU_F', 'point_percent': 82, 'course': 'Post-Classical History'}, {'grade_type': 'AUDIT', 'point_percent': 96, 'course': 'Modern Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 99, 'course': 'Literary Themes'}]"
Ericka,Diano,edianoq5@geocities.jp,2/10/1998,Botswana,3.11,Computer Science,100,"[{'grade_type': 'AUDIT', 'point_percent': 91, 'course': 'Literary Themes'}, {'grade_type': 'A_THROU_F', 'point_percent': 100, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'AUDIT', 'point_percent': 89, 'course': 'Knowledge'}]"
Cesar,Zanitti,czanittiq6@cisco.com,6/3/1981,Philippines,2.27,Political Science,123,"[{'grade_type': 'AUDIT', 'point_percent': 100, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'AUDIT', 'point_percent': 93, 'course': 'World Views'}, {'grade_type': 'A_THROU_F', 'point_percent': 93, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Corty,Schuricke,cschurickeq7@mozilla.org,12/5/1988,Botswana,3.27,Mathematics,116,"[{'grade_type': 'PASS_FAIL', 'point_percent': 76, 'course': 'Ancient Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 92, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'AUDIT', 'point_percent': 78, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'A_THROU_F', 'point_percent': 91, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'A_THROU_F', 'point_percent': 91, 'course': 'Greco-Roman Tradition'}]"
Tate,Le Leu,tleleuq8@mtv.com,2/12/1988,Greece,3.29,Mathematics,112,"[{'grade_type': 'AUDIT', 'point_percent': 90, 'course': 'Knowledge'}, {'grade_type': 'PASS_FAIL', 'point_percent': 76, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'AUDIT', 'point_percent': 87, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'PASS_FAIL', 'point_percent': 92, 'course': 'Sacred Writing'}, {'grade_type': 'A_THROU_F', 'point_percent': 76, 'course': 'Post-Classical History'}]"
Towney,Fitzsymon,tfitzsymonq9@marriott.com,11/10/1959,Indonesia,3.77,Computer Science,127,"[{'grade_type': 'PASS_FAIL', 'point_percent': 82, 'course': 'Modern Philosophy'}]"
Marten,Farrer,mfarrerqa@angelfire.com,2/1/1932,Portugal,3.13,Economics,92,"[{'grade_type': 'A_THROU_F', 'point_percent': 83, 'course': 'Modern Philosophy'}]"
Barry,Macellar,bmacellarqb@nationalgeographic.com,9/17/1955,Czech Republic,2.45,Political Science,91,"[{'grade_type': 'AUDIT', 'point_percent': 88, 'course': 'Ancient Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 80, 'course': 'Modern Philosophy'}]"
Pail,Pippin,ppippinqc@techcrunch.com,4/4/1958,Iraq,2.52,Mathematics,81,"[{'grade_type': 'AUDIT', 'point_percent': 80, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Tori,Merton,tmertonqd@dion.ne.jp,10/2/1953,China,1.82,Economics,106,"[{'grade_type': 'A_THROU_F', 'point_percent': 86, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'AUDIT', 'point_percent': 76, 'course': 'Intro to College English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 85, 'course': 'Principles of Mathematics and Logic'}]"
Adriaens,Chadbourne,achadbourneqe@nba.com,6/19/1990,China,2.09,Computer Science,94,"[{'grade_type': 'A_THROU_F', 'point_percent': 89, 'course': 'Intro to College English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 83, 'course': 'Ancient Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 80, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'PASS_FAIL', 'point_percent': 76, 'course': 'Renaissance to Baroque Art'}]"
Carena,Bloomer,cbloomerqf@odnoklassniki.ru,12/21/1986,Peru,1.75,American Studies,112,"[{'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 81, 'course': 'Knowledge'}, {'grade_type': 'PASS_FAIL', 'point_percent': 77, 'course': 'Ancient Philosophy'}]"
Kaye,Duligal,kduligalqg@bloomberg.com,2/28/1954,Sweden,2.71,Anthropology,92,"[{'grade_type': 'A_THROU_F', 'point_percent': 97, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'A_THROU_F', 'point_percent': 92, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'PASS_FAIL', 'point_percent': 100, 'course': 'Science: History and Methodology'}]"
Thorin,Gerling,tgerlingqh@virginia.edu,6/23/1957,Kosovo,1.72,Education,94,"[{'grade_type': 'AUDIT', 'point_percent': 95, 'course': 'Sacred Writing'}]"
Pamelina,Lackinton,plackintonqi@zimbio.com,3/3/1975,China,2.29,Business,117,"[{'grade_type': 'PASS_FAIL', 'point_percent': 94, 'course': 'Intro to College English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 88, 'course': 'Literary Genres'}]"
Hershel,Heathcoat,hheathcoatqj@msu.edu,9/26/1961,Bangladesh,2.0,Political Science,82,"[{'grade_type': 'PASS_FAIL', 'point_percent': 93, 'course': 'Post-Classical History'}]"
Alfie,Camin,acaminqk@hexun.com,8/8/1995,Indonesia,2.75,Computer Science,121,"[{'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'PASS_FAIL', 'point_percent': 78, 'course': 'Knowledge'}, {'grade_type': 'A_THROU_F', 'point_percent': 98, 'course': 'Science: History and Methodology'}, {'grade_type': 'PASS_FAIL', 'point_percent': 82, 'course': 'Post-Classical History'}, {'grade_type': 'A_THROU_F', 'point_percent': 88, 'course': 'Modern Philosophy'}]"
Natalie,Bennell,nbennellql@wunderground.com,8/12/1938,China,3.39,Pre-Med,101,"[{'grade_type': 'PASS_FAIL', 'point_percent': 75, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'AUDIT', 'point_percent': 75, 'course': 'Literary Themes'}, {'grade_type': 'PASS_FAIL', 'point_percent': 88, 'course': 'Applied Themes in English'}, {'grade_type': 'A_THROU_F', 'point_percent': 96, 'course': 'Literary Genres'}, {'grade_type': 'AUDIT', 'point_percent': 81, 'course': 'Science: History and Methodology'}]"
Pauly,Saltsberg,psaltsbergqm@ucoz.com,3/25/1963,Cuba,3.36,Mathematics,105,"[{'grade_type': 'A_THROU_F', 'point_percent': 79, 'course': 'Knowledge'}, {'grade_type': 'AUDIT', 'point_percent': 90, 'course': 'Post-Classical History'}, {'grade_type': 'A_THROU_F', 'point_percent': 78, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Intro to College English'}]"
Aurilia,Habishaw,ahabishawqn@arstechnica.com,12/30/1987,Indonesia,3.24,Political Science,94,"[{'grade_type': 'A_THROU_F', 'point_percent': 76, 'course': 'Knowledge'}]"
Adey,Goatman,agoatmanqo@squidoo.com,10/18/1929,Bosnia and Herzegovina,3.98,Computer Science,121,"[{'grade_type': 'PASS_FAIL', 'point_percent': 89, 'course': 'Post-Classical History'}]"
Broderic,Jellico,bjellicoqp@privacy.gov.au,5/22/1962,Colombia,3.49,Pre-Med,111,"[{'grade_type': 'A_THROU_F', 'point_percent': 90, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'PASS_FAIL', 'point_percent': 76, 'course': 'Literary Genres'}]"
Jorry,Callis,jcallisqq@prweb.com,12/6/1930,Indonesia,2.41,Business,103,"[{'grade_type': 'AUDIT', 'point_percent': 88, 'course': 'Intro to College English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 77, 'course': 'World Views'}, {'grade_type': 'PASS_FAIL', 'point_percent': 84, 'course': 'Science: History and Methodology'}, {'grade_type': 'PASS_FAIL', 'point_percent': 91, 'course': 'Modern Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 94, 'course': 'Physical Activity and Autonomy'}]"
Petrina,Livingston,plivingstonqr@joomla.org,8/20/1984,China,3.36,Philosophy,116,"[{'grade_type': 'PASS_FAIL', 'point_percent': 94, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'PASS_FAIL', 'point_percent': 86, 'course': 'Applied Ethics in Humanities'}]"
Jozef,Measom,jmeasomqs@imageshack.us,11/3/1984,Indonesia,3.6,Business,118,"[{'grade_type': 'A_THROU_F', 'point_percent': 82, 'course': 'Knowledge'}, {'grade_type': 'A_THROU_F', 'point_percent': 92, 'course': 'Post-Classical History'}, {'grade_type': 'A_THROU_F', 'point_percent': 80, 'course': 'Intro to College English'}, {'grade_type': 'A_THROU_F', 'point_percent': 75, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'PASS_FAIL', 'point_percent': 76, 'course': 'Science: History and Methodology'}]"
Chaddie,Madgewick,cmadgewickqt@spotify.com,6/21/1931,Czech Republic,2.98,Communications,102,"[{'grade_type': 'AUDIT', 'point_percent': 100, 'course': 'Greco-Roman Tradition'}]"
Melly,Izakovitz,mizakovitzqu@t-online.de,9/7/1982,Thailand,2.71,Communications,102,"[{'grade_type': 'A_THROU_F', 'point_percent': 97, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'PASS_FAIL', 'point_percent': 91, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 75, 'course': 'Applied Themes in English'}]"
Patty,Whisson,pwhissonqv@discovery.com,1/26/1957,China,1.7,Philosophy,113,"[{'grade_type': 'A_THROU_F', 'point_percent': 87, 'course': 'Knowledge'}, {'grade_type': 'A_THROU_F', 'point_percent': 80, 'course': 'Ancient Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 76, 'course': 'Literary Genres'}, {'grade_type': 'A_THROU_F', 'point_percent': 92, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'A_THROU_F', 'point_percent': 90, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Conrade,Hurich,churichqw@themeforest.net,7/13/1936,Argentina,3.98,Communications,130,"[{'grade_type': 'A_THROU_F', 'point_percent': 100, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'A_THROU_F', 'point_percent': 91, 'course': 'Modern History-19th and 20th Centuries'}]"
Meris,Featherstonhaugh,mfeatherstonhaughqx@i2i.jp,12/22/1999,Honduras,2.48,Pre-Med,112,"[{'grade_type': 'A_THROU_F', 'point_percent': 80, 'course': 'Literary Themes'}, {'grade_type': 'PASS_FAIL', 'point_percent': 94, 'course': 'Modern Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 94, 'course': 'World Views'}, {'grade_type': 'A_THROU_F', 'point_percent': 76, 'course': 'Principles of Mathematics and Logic'}]"
Ronica,Shrubshall,rshrubshallqy@reverbnation.com,9/21/1995,Indonesia,1.6,Philosophy,94,"[{'grade_type': 'PASS_FAIL', 'point_percent': 87, 'course': 'Literary Themes'}, {'grade_type': 'AUDIT', 'point_percent': 100, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'AUDIT', 'point_percent': 76, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'PASS_FAIL', 'point_percent': 92, 'course': 'Literary Genres'}, {'grade_type': 'PASS_FAIL', 'point_percent': 95, 'course': 'Renaissance to Baroque Art'}]"
Deerdre,Vanelli,dvanelliqz@intel.com,6/20/1989,Ukraine,3.85,Sociology,104,"[{'grade_type': 'AUDIT', 'point_percent': 93, 'course': 'Modern Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 84, 'course': 'Modern History-19th and 20th Centuries'}]"
Barri,Hyde-Chambers,bhydechambersr0@baidu.com,2/7/1998,China,3.78,Computer Science,119,"[{'grade_type': 'PASS_FAIL', 'point_percent': 99, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'PASS_FAIL', 'point_percent': 89, 'course': 'Sacred Writing'}, {'grade_type': 'A_THROU_F', 'point_percent': 77, 'course': 'Applied Themes in English'}, {'grade_type': 'AUDIT', 'point_percent': 99, 'course': 'Literary Themes'}, {'grade_type': 'A_THROU_F', 'point_percent': 94, 'course': 'Modern Philosophy'}]"
Felipe,Lodden,floddenr1@theglobeandmail.com,1/7/1982,United Kingdom,3.07,Communications,120,"[{'grade_type': 'PASS_FAIL', 'point_percent': 80, 'course': 'Literary Themes'}, {'grade_type': 'PASS_FAIL', 'point_percent': 92, 'course': 'Intro to College English'}]"
Andria,Matches,amatchesr2@boston.com,2/1/1961,South Sudan,2.69,Education,124,"[{'grade_type': 'A_THROU_F', 'point_percent': 91, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'A_THROU_F', 'point_percent': 80, 'course': 'Post-Classical History'}, {'grade_type': 'PASS_FAIL', 'point_percent': 99, 'course': 'Ancient Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 94, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'A_THROU_F', 'point_percent': 95, 'course': 'Modern Philosophy'}]"
Jens,Duddin,jduddinr3@oaic.gov.au,6/4/1946,China,2.36,American Studies,94,"[{'grade_type': 'AUDIT', 'point_percent': 84, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'PASS_FAIL', 'point_percent': 90, 'course': 'Renaissance to Baroque Art'}]"
Cosette,Gorick,cgorickr4@aol.com,9/12/1985,Indonesia,2.34,Education,95,"[{'grade_type': 'PASS_FAIL', 'point_percent': 94, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'A_THROU_F', 'point_percent': 86, 'course': 'Applied Themes in English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 83, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Literary Themes'}, {'grade_type': 'AUDIT', 'point_percent': 81, 'course': 'Knowledge'}]"
Pauly,Osburn,posburnr5@sitemeter.com,7/5/1979,Russia,2.89,Communications,86,"[{'grade_type': 'PASS_FAIL', 'point_percent': 80, 'course': 'Literary Genres'}, {'grade_type': 'A_THROU_F', 'point_percent': 83, 'course': 'Science: History and Methodology'}, {'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'World Views'}]"
Joey,Blasing,jblasingr6@chron.com,10/11/1946,Sweden,1.9,Sociology,87,"[{'grade_type': 'PASS_FAIL', 'point_percent': 90, 'course': 'Ancient Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 77, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'AUDIT', 'point_percent': 97, 'course': 'Literary Themes'}]"
Alayne,Harpham,aharphamr7@dagondesign.com,1/2/1976,China,3.11,Pre-Med,124,"[{'grade_type': 'AUDIT', 'point_percent': 80, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'A_THROU_F', 'point_percent': 95, 'course': 'Science: History and Methodology'}, {'grade_type': 'A_THROU_F', 'point_percent': 85, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Rey,Crook,rcrookr8@list-manage.com,4/20/1967,Russia,3.8,Sociology,90,"[{'grade_type': 'PASS_FAIL', 'point_percent': 81, 'course': 'Modern Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 98, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'AUDIT', 'point_percent': 93, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'AUDIT', 'point_percent': 97, 'course': 'Literary Themes'}, {'grade_type': 'PASS_FAIL', 'point_percent': 88, 'course': 'World Views'}]"
Ardine,Cockayme,acockaymer9@msu.edu,4/3/1932,China,3.65,Education,87,"[{'grade_type': 'AUDIT', 'point_percent': 78, 'course': 'Post-Classical History'}]"
Uta,Ogelsby,uogelsbyra@bigcartel.com,5/19/1967,Serbia,1.57,Sociology,95,"[{'grade_type': 'AUDIT', 'point_percent': 81, 'course': 'Science: History and Methodology'}, {'grade_type': 'A_THROU_F', 'point_percent': 83, 'course': 'World Views'}, {'grade_type': 'PASS_FAIL', 'point_percent': 99, 'course': 'Applied Themes in English'}]"
Cristionna,Chomicz,cchomiczrb@marriott.com,10/15/1924,China,3.24,Philosophy,88,"[{'grade_type': 'PASS_FAIL', 'point_percent': 88, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'PASS_FAIL', 'point_percent': 84, 'course': 'Applied Themes in English'}]"
